word,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,非零平均排位,非零个数,综合评分,均值归一,个数归一,rate,0.7,,
influence,0.037813578,0.024335066,0.003311837,0.00939347,0.013948643,0.035659984,0.031929369,0.020160147,0.025854373,0.029370817,0.007695021,0.028279743,0.022312671,12,0.340393166,0.057704523,1,0,,,
response,0.017280742,0.010190309,0.006623674,0.014366484,0.124683788,0.012664294,0.01576759,0.011463613,0.020187661,0.009644149,0.012183783,0.012018891,0.022256248,12,0.340286669,0.057552385,1,0,,,
outcome,0.030544189,0.023270407,0.006789266,0.02072089,0.014233309,0.032660546,0.021286246,0.015416583,0.032937763,0.032001039,0.01474879,0.021209807,0.02215157,12,0.340089091,0.05727013,1,0,,,
attitude,0.034752783,0.026160196,0.003808613,0.0038679,0.006547322,0.020329524,0.033506128,0.086174744,0.014875119,0.013151112,0.001282503,0.021209807,0.022138813,12,0.340065012,0.057235731,1,0,,,
evaluate,0.024167532,0.030266739,0.013578532,0.025417625,0.038145268,0.021329336,0.028381661,0.020950741,0.019833492,0.014466223,0.016031294,0.012725884,0.022107861,12,0.340006591,0.057152272,1,0,,,
may,0.027100794,0.021293183,0.008610777,0.013813927,0.030459281,0.031660734,0.032323559,0.013440098,0.02125017,0.027617335,0.021161308,0.016260852,0.022082668,12,0.33995904,0.057084343,1,0,,,
help,0.028503659,0.02737695,0.022686084,0.024865068,0.005408657,0.027994754,0.025622333,0.015021286,0.018770983,0.016219705,0.026932573,0.023330788,0.021894403,12,0.339603693,0.056576705,1,0,,,
apply,0.019129972,0.02190156,0.018546288,0.028180411,0.022773295,0.01899644,0.019315297,0.025299007,0.019125153,0.008767408,0.046811377,0.012725884,0.021797674,12,0.339421119,0.056315884,1,0,,,
discussion,0.030097823,0.026616479,0.003311837,0.005249292,0.004269993,0.036659797,0.041784112,0.005534158,0.006020881,0.056988152,0.002565007,0.042419614,0.021793095,12,0.339412476,0.056303537,1,0,,,
important,0.023593632,0.019011771,0.017718329,0.025693904,0.013379311,0.02266242,0.020497866,0.026484898,0.024083526,0.019726668,0.02949758,0.019088826,0.021786561,12,0.339400142,0.056285918,1,0,,,
experiment,0.023976232,0.026464385,0.030800085,0.048072466,0.006831988,0.016996815,0.018526918,0.011463613,0.007791729,0.001753482,0.062201419,0.005655949,0.021711257,12,0.339258007,0.056082867,1,0,,,
achievement,0.027929759,0.034373281,0.004802164,0.01326137,0.015371974,0.016663544,0.041784112,0.053760391,0.020896,0.020165038,0.001282503,0.006362942,0.021387757,12,0.338647405,0.055210579,1,0,,,
type,0.031883287,0.022966219,0.015068859,0.011879977,0.054086575,0.02266242,0.022863005,0.019369553,0.017354305,0.017096445,0.014107538,0.007069936,0.021367343,12,0.338608875,0.055155536,1,0,,,
conduct,0.029077558,0.036806788,0.008279593,0.013813927,0.021065297,0.024662045,0.025622333,0.037553214,0.016291797,0.014027853,0.012183783,0.015553858,0.021244837,12,0.338377647,0.05482521,1,0,,,
structure,0.011605516,0.014905228,0.014406491,0.013813927,0.054655907,0.035326713,0.013008261,0.028461383,0.011687593,0.021480149,0.024367566,0.010604903,0.021193637,12,0.338281007,0.054687153,1,0,,,
instruction,0.029715224,0.028441609,0.007286042,0.014366484,0.002561996,0.040659048,0.036659646,0.023717819,0.022666848,0.018411557,0.007053769,0.021209807,0.021062487,12,0.338033465,0.054333521,1,0,,,
aim,0.025060264,0.030723021,0.016559186,0.013537648,0.00597799,0.017330086,0.019315297,0.0525745,0.006020881,0.012274371,0.02565007,0.027572749,0.021049672,12,0.338009276,0.054298965,1,0,,,
within,0.022637134,0.021597371,0.005464531,0.017681826,0.026189289,0.028994567,0.023257195,0.015021286,0.022666848,0.020165038,0.019878804,0.026865755,0.020868304,12,0.337666946,0.053809923,1,0,,,
relationship,0.02773846,0.021597371,0.003311837,0.004144178,0.021349964,0.019329711,0.046908579,0.025299007,0.023375187,0.042083558,0.003206259,0.012018891,0.020863583,12,0.337658037,0.053797195,1,0,,,
power,0.003252095,0.002129318,0.028647391,0.041994338,0.030743948,0.001666354,0.002365138,0.00395297,0.000354169,0.003068593,0.125685342,0.004241961,0.020675135,12,0.337302343,0.053289061,1,0,,,
service,0.019703871,0.028441609,0.012750573,0.009117192,0.001138665,0.012664294,0.018921107,0.073129943,0.008500068,0.022795261,0.002565007,0.036763665,0.020540938,12,0.337049048,0.052927212,1,0,,,
way,0.025251563,0.023270407,0.013744124,0.016576712,0.01195598,0.0263284,0.014190831,0.017393068,0.023729356,0.018411557,0.021161308,0.033228697,0.020436834,12,0.336852553,0.052646504,1,0,,,
among,0.027865993,0.02448716,0.009935511,0.007735799,0.017364637,0.020662795,0.044149251,0.033995541,0.020541831,0.02191852,0.005771266,0.009190916,0.020301602,12,0.336597305,0.052281864,1,0,,,
motivation,0.029523924,0.027985326,0.005630123,0.024036233,0.007970653,0.03765961,0.031535179,0.022531929,0.016645966,0.016219705,0.01090128,0.012725884,0.020280484,12,0.336557446,0.052224923,1,0,,,
professional,0.013837347,0.012319627,0.004636572,0.014919041,0.001992663,0.027328212,0.020103677,0.018183662,0.032937763,0.016219705,0.019878804,0.060094453,0.020204294,12,0.336413638,0.052019482,1,0,,,
pedagogical,0.023976232,0.028441609,0.006623674,0.020168333,0.000284666,0.017996628,0.052033046,0.00790594,0.008145898,0.015781334,0.009618776,0.050196543,0.020097723,12,0.336212487,0.051732125,1,0,,,
implementation,0.016515543,0.018555488,0.019705431,0.030666918,0.002846662,0.026994941,0.020497866,0.013044801,0.006020881,0.020165038,0.037833853,0.028279743,0.02009393,12,0.336205328,0.051721898,1,0,,,
low,0.026973261,0.018099206,0.010597879,0.019615776,0.02761262,0.023995503,0.024045574,0.020950741,0.011687593,0.016658075,0.02565007,0.012018891,0.019825432,12,0.335698543,0.050997918,1,0,,,
field,0.013454747,0.017795017,0.017718329,0.033705982,0.006262656,0.018329899,0.01576759,0.017788365,0.020541831,0.007890667,0.045528874,0.017674839,0.019371566,12,0.334841877,0.04977411,1,0,,,
ability,0.022318301,0.030266739,0.007948409,0.012708813,0.042699927,0.017663357,0.024833954,0.017393068,0.020187661,0.013589482,0.007053769,0.014139871,0.019233613,12,0.334581492,0.049402131,1,0,,,
user,0.036793313,0.030723021,0.039742045,0.015471598,0.002277329,0.024328774,0.022468815,0.001185891,0.003895864,0.01139763,0.025008818,0.016967846,0.019188412,12,0.334496177,0.049280253,1,0,,,
four,0.0227009,0.019772241,0.005795715,0.012432534,0.031028614,0.02266242,0.020892056,0.022136632,0.029750238,0.01095926,0.013466287,0.018381833,0.019164894,12,0.334451787,0.049216838,1,0,,,
sample,0.015240211,0.009734027,0.002318286,0.006078128,0.100771828,0.009331585,0.017738538,0.034786135,0.009562576,0.014027853,0.003206259,0.005655949,0.019037615,12,0.334211549,0.048873641,1,0,,,
relate,0.024613898,0.015361511,0.011260246,0.014642763,0.015087308,0.020996066,0.019315297,0.031623759,0.029396068,0.023233631,0.01090128,0.011311897,0.018978644,12,0.334100242,0.048714631,1,0,,,
curriculum,0.013646047,0.014753134,0.01341294,0.047519909,0.000569332,0.024995316,0.009854743,0.030437868,0.024791865,0.003945334,0.019878804,0.023330788,0.018928007,12,0.334004666,0.048578094,1,0,,,
reveal,0.024868964,0.02631229,0.002815062,0.008564635,0.012809978,0.0263284,0.034688697,0.028461383,0.011687593,0.027178965,0.002565007,0.020502813,0.018898649,12,0.333949253,0.048498933,1,0,,,
community,0.018492306,0.022205748,0.001987102,0.004696735,0.001138665,0.017663357,0.020497866,0.003162376,0.021958509,0.082852005,0.004488762,0.026158762,0.018775183,12,0.333716213,0.048166018,1,0,,,
effective,0.025251563,0.02920208,0.013909716,0.020997169,0.004269993,0.03032765,0.024045574,0.018578959,0.018062644,0.012712742,0.011542531,0.014139871,0.018586708,12,0.333360469,0.047657813,1,0,,,
implication,0.025825462,0.020380618,0.001324735,0.003039064,0.024765958,0.039325964,0.0307468,0.015416583,0.010270915,0.025425483,0.001923755,0.024037781,0.01854026,12,0.333272799,0.047532571,1,0,,,
order,0.022828434,0.02372669,0.020202206,0.016852991,0.023911959,0.017996628,0.013402451,0.019369553,0.006020881,0.014466223,0.025008818,0.017674839,0.018455139,12,0.333112136,0.047303051,1,0,,,
individual,0.026208062,0.024943443,0.005961307,0.006078128,0.021919296,0.023662233,0.018921107,0.020555444,0.023021017,0.024987113,0.009618776,0.015553858,0.018452482,12,0.33310712,0.047295886,1,0,,,
efficacy,0.025825462,0.017490829,0.000331184,0.005249292,0.005693324,0.013330835,0.046120199,0.037553214,0.039312814,0.02191852,0.000641252,0.007776929,0.018436988,12,0.333077875,0.047254107,1,0,,,
condition,0.028248592,0.014144757,0.007617225,0.008564635,0.046115921,0.039659235,0.026016523,0.003557673,0.011333424,0.012274371,0.012825035,0.008483923,0.018236776,12,0.332699979,0.046714255,1,0,,,
language,0.022318301,0.039544483,0.019208655,0.013537648,0.011101981,0.02266242,0.026804902,0.004743564,0.004958373,0.012274371,0.015390042,0.026158762,0.018225292,12,0.332678302,0.046683289,1,0,,,
peer,0.029205091,0.02920208,0.000827959,0.00939347,0.002277329,0.021662607,0.037053835,0.005929455,0.011687593,0.042083558,0.003206259,0.026158762,0.018224,12,0.332675864,0.046679805,1,0,,,
issue,0.01804594,0.023422501,0.008279593,0.012708813,0.015941306,0.021662607,0.016161779,0.018974256,0.010625085,0.029809187,0.017313797,0.024037781,0.018081887,12,0.332407628,0.046296612,1,0,,,
view,0.012753315,0.010342403,0.056135639,0.00939347,0.004269993,0.013997377,0.007883795,0.034390838,0.01416678,0.013151112,0.011542531,0.027572749,0.017966667,12,0.332190152,0.045985931,1,0,,,
number,0.016515543,0.014905228,0.010929062,0.019615776,0.050955247,0.013330835,0.013008261,0.013835395,0.010979254,0.015781334,0.025008818,0.00989791,0.017896889,12,0.332058446,0.04579778,1,0,,,
positive,0.027865993,0.022205748,0.005464531,0.01132742,0.008539985,0.019329711,0.032323559,0.030833165,0.009916746,0.02191852,0.005771266,0.019088826,0.017882123,12,0.332030575,0.045757965,1,0,,,
grade,0.023019733,0.019011771,0.002815062,0.014642763,0.023057961,0.021329336,0.024045574,0.043877966,0.017000136,0.016658075,0.004488762,0.004241961,0.017849092,12,0.33196823,0.0456689,1,0,,,
enhance,0.025761696,0.035894223,0.012253797,0.02265484,0.002561996,0.024328774,0.018132728,0.01185891,0.008145898,0.014904593,0.015390042,0.017674839,0.017463528,12,0.331240485,0.044629264,1,0,,,
understand,0.015367744,0.016578264,0.013744124,0.014919041,0.003415994,0.022995691,0.01458502,0.018183662,0.032583594,0.014466223,0.019878804,0.022623794,0.017445163,12,0.331205821,0.044579744,1,0,,,
variable,0.017535808,0.009429838,0.008279593,0.005525571,0.052093911,0.012997564,0.031929369,0.025299007,0.017354305,0.018411557,0.00384751,0.006362942,0.017422248,12,0.331162569,0.044517956,1,0,,,
effectiveness,0.02754716,0.03102721,0.010929062,0.020168333,0.008539985,0.020662795,0.024833954,0.016207177,0.012395932,0.013589482,0.006412517,0.012725884,0.017086624,12,0.330529085,0.043612978,1,0,,,
network,0.017663341,0.028897891,0.025501146,0.027627854,0.001138665,0.00766523,0.013402451,0.001976485,0.003895864,0.02191852,0.042963867,0.010604903,0.016938018,12,0.330248593,0.043212276,1,0,,,
quality,0.01804594,0.03102721,0.009935511,0.010774863,0.014233309,0.021995878,0.011825692,0.008301237,0.023021017,0.02235689,0.019237552,0.011311897,0.016838916,12,0.33006154,0.042945057,1,0,,,
give,0.015303978,0.015361511,0.015896818,0.027351575,0.012809978,0.017330086,0.013402451,0.018578959,0.007791729,0.006137186,0.035910098,0.014846865,0.016726769,12,0.329849864,0.042642663,1,0,,,
assess,0.017663341,0.014448946,0.005630123,0.016852991,0.038145268,0.016663544,0.016950159,0.015416583,0.026562712,0.013151112,0.009618776,0.009190916,0.016691206,12,0.329782739,0.04254677,1,0,,,
game,0.107907609,0.063013251,0.006184149,0.021925376,0,0.09451367,0.099828842,0,0.002893345,0.006650826,0.001496751,0.051156183,0.045557,10,0.329721023,0.120380683,0.818181818,0,,,
term,0.023402333,0.02190156,0.007617225,0.009117192,0.016225972,0.018663169,0.017344349,0.02885668,0.014520949,0.013589482,0.013466287,0.014846865,0.016629339,12,0.329665965,0.04237995,1,0,,,
author,0.009883819,0.008821462,0.008445185,0.023759954,0.032736611,0.008665043,0.006307036,0.00395297,0.004958373,0.014904593,0.014107538,0.062922427,0.016622084,12,0.329652273,0.04236039,1,0,,,
current,0.014156179,0.014753134,0.01159143,0.016024155,0.018503302,0.014330648,0.01497921,0.013440098,0.007437559,0.011836001,0.047452629,0.014846865,0.016612601,12,0.329634373,0.042334818,1,0,,,
multiple,0.015622811,0.015057322,0.007782817,0.01326137,0.047539252,0.017996628,0.016950159,0.008696534,0.018770983,0.01095926,0.006412517,0.018381833,0.016452624,12,0.329332419,0.041903455,1,0,,,
good,0.021361802,0.021141089,0.014075308,0.01519532,0.019072634,0.02266242,0.0153734,0.011463613,0.013104271,0.012712742,0.017313797,0.013432878,0.016409106,12,0.32925028,0.041786114,1,0,,,
future,0.017599574,0.019468053,0.004305388,0.010774863,0.011671313,0.025661858,0.024045574,0.013044801,0.016291797,0.018849927,0.007053769,0.027572749,0.016361639,12,0.329160686,0.041658123,1,0,,,
many,0.015686577,0.016730358,0.013081757,0.02652274,0.01565664,0.014330648,0.011431502,0.013044801,0.017708475,0.011836001,0.026291321,0.013432878,0.016312808,12,0.329068519,0.041526455,1,0,,,
interview,0.016515543,0.017642923,0.001324735,0.004420457,0.000569332,0.025328587,0.022074625,0.034390838,0.022666848,0.013151112,0.001923755,0.035349678,0.016279869,12,0.329006348,0.041437639,1,0,,,
traditional,0.022063235,0.022205748,0.011425838,0.019063219,0.007685987,0.01499719,0.017344349,0.018578959,0.012041763,0.016658075,0.021161308,0.011311897,0.016211464,12,0.328877233,0.04125319,1,0,,,
real,0.013008381,0.012015439,0.029640942,0.037021324,0.013094644,0.012664294,0.005124467,0.00790594,0.00708339,0.003068593,0.048735132,0.004241961,0.016133709,12,0.328730472,0.041043531,1,0,,,
significantly,0.028631192,0.023118313,0.003311837,0.008564635,0.007970653,0.024328774,0.031929369,0.021346038,0.015937627,0.016219705,0.00384751,0.007069936,0.016022966,12,0.328521446,0.040744922,1,0,,,
implement,0.015048911,0.018099206,0.019539839,0.023759954,0.007685987,0.019329711,0.016555969,0.010277722,0.00672922,0.005260445,0.030780084,0.018381833,0.015954073,12,0.328391413,0.040559161,1,0,,,
value,0.014793845,0.010342403,0.006458082,0.007459521,0.028466618,0.027328212,0.01576759,0.01581188,0.020541831,0.016658075,0.013466287,0.013432878,0.015877268,12,0.328246444,0.040352063,1,0,,,
faculty,0.006249124,0.008365179,0.003146245,0.016300434,0.000284666,0.011664481,0.010643123,0.005138861,0.057729628,0.051727707,0.012183783,0.007069936,0.015875264,12,0.328242661,0.040346658,1,0,,,
take,0.022573367,0.019011771,0.008114001,0.017681826,0.009393984,0.013664106,0.016555969,0.013044801,0.013104271,0.018849927,0.017955049,0.020502813,0.01587099,12,0.328234595,0.040335135,1,0,,,
demonstrate,0.015622811,0.017186641,0.011757022,0.021273447,0.025050624,0.014663919,0.017344349,0.007510643,0.016291797,0.009205778,0.017955049,0.016260852,0.015843578,12,0.328182853,0.040261219,1,0,,,
face,0.024295065,0.019924336,0.00712045,0.012985091,0.001138665,0.012664294,0.01576759,0.002767079,0.003895864,0.057864892,0.002565007,0.028986736,0.015831256,12,0.328159596,0.040227994,1,0,,,
integration,0.018556073,0.020684806,0.006458082,0.008012078,0.000853999,0.038326151,0.026016523,0.003162376,0.007791729,0.01139763,0.005130014,0.043126607,0.015793006,12,0.3280874,0.040124857,1,0,,,
set,0.013390981,0.014296851,0.015896818,0.022931119,0.035867939,0.014663919,0.009854743,0.006324752,0.01381261,0.005260445,0.024367566,0.012725884,0.015782802,12,0.328068141,0.040097344,1,0,,,
integrate,0.017663341,0.023574595,0.013578532,0.016300434,0.001992663,0.019996253,0.019709487,0.009487128,0.010625085,0.01095926,0.012183783,0.033228697,0.015774938,12,0.328053298,0.04007614,1,0,,,
goal,0.01581411,0.017490829,0.006292491,0.018234383,0.016510639,0.028994567,0.023257195,0.015416583,0.013458441,0.014904593,0.008977524,0.008483923,0.01565294,12,0.327823028,0.039747182,1,0,,,
material,0.023912465,0.024943443,0.008279593,0.027351575,0.000853999,0.014330648,0.010248933,0.023322522,0.009208407,0.004822074,0.018596301,0.019088826,0.015413232,12,0.327370583,0.039100833,1,0,,,
interactive,0.024295065,0.018707582,0.025169962,0.014090205,0.000853999,0.016330273,0.02995842,0.003162376,0.004604203,0.007452297,0.007053769,0.033228697,0.015408904,12,0.327362414,0.039089163,1,0,,,
large,0.01600541,0.013080098,0.005133348,0.016576712,0.045546589,0.017330086,0.011825692,0.00395297,0.011333424,0.020165038,0.016672545,0.007069936,0.015390987,12,0.327328596,0.039040852,1,0,,,
challenge,0.014857612,0.016882452,0.005298939,0.024036233,0.003131328,0.019662982,0.010643123,0.007115346,0.019479322,0.016219705,0.012825035,0.033935691,0.015340647,12,0.32723358,0.038905115,1,0,,,
training,0.019193739,0.019620147,0.01341294,0.020997169,0.000569332,0.020662795,0.019709487,0.011068316,0.012041763,0.006137186,0.011542531,0.026865755,0.015151763,12,0.326877065,0.038395807,1,0,,,
review,0.01619671,0.027529044,0.002980653,0.012708813,0.008255319,0.028661296,0.018132728,0.004743564,0.025146034,0.014904593,0.008977524,0.013432878,0.015139096,12,0.326853156,0.038361652,1,0,,,
internet,0.036602013,0.022966219,0.010597879,0.012708813,0.002277329,0.006665418,0.038236405,0.004348267,0.000708339,0.018411557,0.012183783,0.015553858,0.01510499,12,0.326788781,0.038269687,1,0,,,
across,0.012179416,0.008821462,0.000827959,0.005249292,0.064049891,0.015330461,0.016555969,0.003557673,0.020541831,0.014904593,0.003206259,0.013432878,0.01488814,12,0.32637948,0.037684972,1,0,,,
consider,0.017472041,0.015817793,0.009107552,0.012708813,0.013663977,0.012997564,0.012614072,0.015021286,0.012395932,0.014904593,0.008977524,0.03181471,0.014791322,12,0.326196736,0.037423909,1,0,,,
subject,0.019129972,0.012471721,0.018380696,0.014090205,0.004269993,0.010997939,0.018526918,0.031623759,0.004604203,0.006575556,0.022443811,0.013432878,0.014712304,12,0.326047593,0.037210847,1,0,,,
involve,0.017790874,0.01460104,0.010763471,0.017129269,0.007685987,0.019996253,0.014190831,0.009091831,0.01381261,0.010082519,0.018596301,0.0219168,0.014638149,12,0.325907625,0.037010893,1,0,,,
form,0.013135914,0.014448946,0.008610777,0.010774863,0.027043287,0.01499719,0.01458502,0.017788365,0.010625085,0.007452297,0.019878804,0.016260852,0.01463345,12,0.325898756,0.036998223,1,0,,,
create,0.01581411,0.017034546,0.015731226,0.016300434,0.008824652,0.020329524,0.012614072,0.012649504,0.011687593,0.014466223,0.011542531,0.018381833,0.014614687,12,0.325863342,0.036947632,1,0,,,
practical,0.009947586,0.006540049,0.018877472,0.037021324,0.010817315,0.01133121,0.009854743,0.009091831,0.004250034,0.010082519,0.037833853,0.007776929,0.014452072,12,0.325556408,0.036509155,1,0,,,
virtual,0.038911902,0.034496321,0.045248108,0.03759747,0,0.032395211,0.042999917,0.007684877,0.008032882,0.022252561,0.030473488,0.017562415,0.028877741,11,0.325511908,0.075406621,0.909090909,0,,,
construct,0.016834376,0.01642617,0.00447098,0.006630685,0.040137932,0.01499719,0.018526918,0.012254207,0.015937627,0.013151112,0.006412517,0.006362942,0.014345221,12,0.325354729,0.036221042,1,0,,,
